"","date","jd","airt","f.airt","airtmax","f.airtmax","airtmin","f.airtmin","rh","f.rh","rhmax","f.rhmax","rhmin","f.rhmin","dewp","f.dewp","dewpmax","f.dewpmax","dewpmin","f.dewpmin","prec","f.prec","slrt","f.slrt","part","f.part","netr","f.netr","bar","f.bar","wspd","f.wspd","wres","f.wres","wdir","f.wdir","wdev","f.wdev","gspd","f.gspd","s10t","f.s10t","s10tmax","f.s10tmax","s10tmin","f.s10tmin"
"2982",2009-04-11,101,4.3,"",5.8,"",0.9,"",86,"",98,"",51,"",2.1,"",5.5,"",-7.2,"",3.6,"",4.4,"",7.9,"",-10.9,"",1008,"",1.5,"",1,"",34,"",43,"",9.5,"",7.5,"",8.1,"",6.9,""
"2983",2009-04-12,102,-0.4,"",3.1,"",-2.9,"",50,"",73,"",33,"",-9.8,"",-5.4,"",-12.9,"",0,"",20.8,"",35,"",90.2,"",1012,"",2.8,"",2.4,"",313,"",31,"",13.1,"",6.4,"",7.4,"",5.3,""
"2984",2009-04-13,103,2.6,"",10.5,"",-4.1,"",42,"",67,"",20,"",-9.9,"",-5,"",-12.2,"",0,"",25.4,"",42.9,"",115,"",1012,"",1.9,"",1.5,"",296,"",39,"",10.1,"",6.2,"",8,"",4.6,""
"2985",2009-04-14,104,7.6,"",15.8,"",0.4,"",34,"",60,"",15,"",-8.2,"",-1.8,"",-12.2,"",0,"",24.8,"",42.2,"",117.1,"",1012,"",1.2,"",0.1,"",42,"",75,"",6,"",7.5,"",9.6,"",5.7,""
"2986",2009-04-15,105,6.6,"",13.1,"",0.2,"",42,"",68,"",22,"",-6.3,"",-1.6,"",-9.3,"",0,"",25.1,"",42.6,"",113.4,"",1014,"",2.3,"",2,"",72,"",30,"",10.3,"",8.2,"",9.8,"",6.7,""
"2987",2009-04-16,106,7.5,"",15.6,"",-0.3,"",35,"",69,"",13,"",-8.4,"",-1.6,"",-13.8,"",0,"",25.5,"",43.4,"",112.3,"",1020,"",1.6,"",0.9,"",47,"",54,"",8.6,"",8.4,"",10.2,"",6.6,""
"2988",2009-04-17,107,10,"",19,"",-0.6,"",42,"",89,"",17,"",-4.4,"",-0.1,"",-8.6,"",0,"",23.5,"",40.1,"",109,"",1015,"",1.8,"",1.5,"",280,"",30,"",10,"",8.9,"",10.8,"",7.1,""
"2989",2009-04-18,108,10.6,"",15.2,"",6.4,"",51,"",90,"",30,"",0.3,"",5.8,"",-5.5,"",0.5,"",7.8,"",13.8,"",21.1,"",1009,"",1.3,"",1,"",290,"",39,"",7.9,"",8.9,"",9.5,"",8.1,""
"2990",2009-04-19,109,8.2,"",15.5,"",0.8,"",51,"",94,"",15,"",-3.4,"",4.5,"",-11.5,"",0.3,"",25.6,"",44,"",112.6,"",1014,"",1.6,"",1,"",63,"",52,"",7.7,"",9.6,"",11.6,"",8,""
"2991",2009-04-20,110,4.7,"",10.1,"",-1,"",59,"",95,"",31,"",-3.3,"",3.9,"",-8.7,"",4.3,"",14.3,"",24.7,"",61,"",1017,"",3,"",2.6,"",98,"",30,"",13.8,"",8.9,"",9.9,"",8.1,""
"2992",2009-04-21,111,7.8,"",11.3,"",4.1,"",97,"",100,"",95,"",7.3,"",11.2,"",3.3,"",20.3,"",5,"",9.6,"",22,"",1004,"",3,"",2.5,"",90,"",31,"",15.2,"",8.5,"",9.1,"",7.8,""
"2993",2009-04-22,112,8.5,"",12.8,"",5.1,"",90,"",100,"",45,"",6.7,"",11.3,"",0.7,"",7.4,"",8.9,"",15.8,"",36.8,"",1001,"",1.5,"",1.2,"",222,"",38,"",9.1,"",9.5,"",10.3,"",8.8,""
"2994",2009-04-23,113,5.6,"",10.5,"",1.7,"",75,"",99,"",50,"",1.3,"",5.2,"",-0.4,"",0,"",13.2,"",22.7,"",48.9,"",1005,"",2.6,"",2.4,"",268,"",25,"",11.7,"",9.1,"",9.8,"",8.4,""
"2995",2009-04-24,114,11.2,"",21.3,"",0,"",51,"",95,"",13,"",-1,"",4,"",-8.3,"",0,"",26.7,"",46.1,"",136.1,"",1017,"",1.6,"",1.2,"",238,"",42,"",7.9,"",9.5,"",11.7,"",7.5,""
"2996",2009-04-25,115,19.8,"",29.6,"",9.5,"",44,"",66,"",23,"",6.3,"",12,"",0.4,"",0,"",25.9,"",45.7,"",139.3,"",1017,"",2,"",1.7,"",212,"",31,"",8.5,"",11.7,"",14,"",9.7,""
"2997",2009-04-26,116,21.1,"",27.5,"",14.7,"",55,"",74,"",32,"",11.3,"",15.1,"",8.2,"",0,"",23.3,"",42.3,"",141.8,"",1020,"",2.1,"",0.6,"",290,"",67,"",9.6,"",13.8,"",15.6,"",12.2,""
"2998",2009-04-27,117,20.2,"",29.4,"",11,"",49,"",76,"",28,"",8.5,"",13.9,"",3.2,"",0,"",25.1,"",45.3,"",133.7,"",1021,"",2.5,"",1.6,"",159,"",49,"",9.7,"",14.9,"",16.6,"",13.2,""
"2999",2009-04-28,118,22,"",32.5,"",9.4,"",46,"",69,"",18,"",8.7,"",14.4,"",0.6,"",0,"",24.1,"",44.1,"",134,"",1016,"",2.3,"",1.2,"",250,"",56,"",12.5,"",15.7,"",17.4,"",14.1,""
"3000",2009-04-29,119,10.7,"",18.3,"",4.6,"",36,"",64,"",13,"",-5.2,"",1.1,"",-14.5,"",0,"",26.8,"",48.6,"",123.8,"",1025,"",1.4,"",0.7,"",339,"",56,"",12,"",15,"",16.1,"",13.7,""
"3001",2009-04-30,120,11.3,"",19.1,"",1.6,"",47,"",96,"",13,"",-1.6,"",8.7,"",-13.4,"",0,"",22.2,"",41.3,"",116.6,"",1022,"",2.1,"",1.7,"",197,"",36,"",9.9,"",13.8,"",15,"",12.4,""
"3002",2009-05-01,121,13.7,"",17.8,"",9.1,"",95,"",100,"",82,"",12.9,"",15.3,"",8.5,"",1.3,"",5.1,"",10.3,"",13.4,"",1007,"",2.6,"",2.3,"",213,"",29,"",11.3,"",13.5,"",14,"",13.1,""
"3003",2009-05-02,122,12.2,"",17.2,"",4.8,"",61,"",97,"",23,"",3.8,"",14.3,"",-4.2,"",2,"",22.7,"",41.3,"",115.4,"",1007,"",1.7,"",1.3,"",274,"",38,"",8,"",14.1,"",15.4,"",13.1,""
"3004",2009-05-03,123,10.1,"",15.7,"",4.8,"",66,"",98,"",33,"",3.3,"",9.2,"",-2.8,"",0.5,"",9.2,"",16.6,"",22.2,"",1011,"",1.1,"",0.7,"",220,"",48,"",5.6,"",13,"",13.9,"",12.3,""
"3005",2009-05-04,124,12.5,"",17.4,"",8.2,"",70,"",99,"",32,"",6.3,"",9.6,"",-0.2,"",0.8,"",11.4,"",19.8,"",54.9,"",1014,"",0.8,"",0.4,"",240,"",58,"",4.1,"",13.1,"",14,"",12.2,""
"3006",2009-05-05,125,9.1,"",11.5,"",6.5,"",90,"",96,"",71,"",7.5,"",9,"",5.9,"",3,"",4.2,"",8,"",1.7,"",1016,"",2.1,"",1.8,"",69,"",30,"",11.7,"",12.7,"",13.4,"",12.1,""
"3007",2009-05-06,126,11.6,"",18.2,"",6,"",81,"",98,"",53,"",8.1,"",11.2,"",5.6,"",9.4,"",18.1,"",32.4,"",113,"",1012,"",1.2,"",0.3,"",189,"",68,"",6.4,"",12.7,"",14.4,"",11.4,""
"3008",2009-05-07,127,13.4,"",20.1,"",9.7,"",95,"",100,"",71,"",12.5,"",16.3,"",9.4,"",42.4,"",7.5,"",13.3,"",27,"",1004,"",1.6,"",0.8,"",170,"",56,"",7.9,"",13.4,"",14.2,"",12.6,""
"3009",2009-05-08,128,15.6,"",22.5,"",7.8,"",73,"",100,"",39,"",10.2,"",13.1,"",7.6,"",0,"",23.1,"",39.9,"",132.2,"",1005,"",1.5,"",1.2,"",210,"",37,"",9.1,"",14.1,"",15.6,"",12.5,""
"3010",2009-05-09,129,16.3,"",21.3,"",11.8,"",88,"",98,"",66,"",14.1,"",16.5,"",10.7,"",14,"",12.7,"",22,"",65.3,"",1000,"",1.5,"",1.1,"",217,"",41,"",12.5,"",15.1,"",16.2,"",14.3,""
"3011",2009-05-10,130,10.9,"",15.3,"",6.3,"",61,"",90,"",36,"",3.4,"",10.8,"",-2,"",0.3,"",24.7,"",41.9,"",142.7,"",1003,"",3,"",2.5,"",276,"",32,"",14.7,"",15.2,"",16.2,"",14.3,""
"3012",2009-05-11,131,10.6,"",17.7,"",3.8,"",56,"",84,"",25,"",1.4,"",5.5,"",-3,"",0,"",25.6,"",43,"",144.2,"",1011,"",1.3,"",0.6,"",310,"",57,"",7.3,"",14.8,"",16,"",13.5,""
"3013",2009-05-12,132,11.3,"",17.2,"",6.2,"",56,"",91,"",26,"",1.8,"",6.4,"",-4.1,"",0,"",19.4,"",32.1,"",93.8,"",1015,"",1.4,"",0.6,"",71,"",61,"",7.4,"",14.6,"",15.4,"",13.6,""
"3014",2009-05-13,133,12.8,"",20.2,"",5.2,"",57,"",96,"",17,"",2.6,"",7.2,"",-6.9,"",0,"",28.7,"",47.5,"",151,"",1023,"",1.8,"",1.3,"",193,"",42,"",9,"",14.6,"",16.2,"",13.1,""
"3015",2009-05-14,134,11.7,"",14.3,"",8,"",84,"",95,"",51,"",8.9,"",12.2,"",2.3,"",7.1,"",6.4,"",11,"",8.1,"",1020,"",3.4,"",3.1,"",180,"",25,"",13.7,"",14.1,"",15,"",13.8,""
"3016",2009-05-15,135,16.3,"",24.4,"",11.1,"",68,"",100,"",23,"",9.2,"",14.6,"",1.4,"",0,"",24.2,"",40.9,"",148.7,"",1019,"",1.2,"",0.5,"",241,"",63,"",9.2,"",15.1,"",17,"",13.6,""
"3017",2009-05-16,136,16.6,"",22.6,"",10.4,"",65,"",98,"",38,"",9.4,"",15.9,"",2,"",8.6,"",18.4,"",31.2,"",112.6,"",1014,"",2.7,"",1.9,"",150,"",44,"",12,"",15.7,"",16.6,"",14.5,""
"3018",2009-05-17,137,10.7,"",16,"",5.1,"",76,"",100,"",45,"",6.3,"",15.8,"",-1.7,"",8.1,"",9.2,"",15,"",36.6,"",1011,"",1.4,"",1,"",265,"",45,"",10.5,"",15.6,"",16,"",14.7,""
"3019",2009-05-18,138,7,"",11,"",3.3,"",62,"",83,"",35,"",-0.2,"",2.5,"",-4.7,"",0,"",13.2,"",21.1,"",58.3,"",1019,"",0.9,"",0.5,"",335,"",54,"",6.7,"",14.1,"",14.7,"",13.4,""
"3020",2009-05-19,139,11.5,"",20,"",1.5,"",52,"",91,"",20,"",0.3,"",5.2,"",-6.5,"",0,"",29.7,"",49.2,"",161.2,"",1023,"",1.3,"",0.6,"",231,"",58,"",6.8,"",14.1,"",16,"",12.2,""
"3021",2009-05-20,140,17.8,"",26,"",7.9,"",45,"",79,"",23,"",4.4,"",9.9,"",0.8,"",0,"",24.7,"",40.8,"",136.6,"",1022,"",1.3,"",1,"",224,"",40,"",6.5,"",15.2,"",16.9,"",13.5,""
"3022",2009-05-21,141,21.1,"",30.1,"",11.3,"",37,"",74,"",13,"",4.5,"",12.9,"",-1.6,"",0,"",29.3,"",49.3,"",164.4,"",1018,"",1.8,"",1.4,"",212,"",35,"",9.2,"",16.4,"",18.3,"",14.5,""
"3023",2009-05-22,142,21,"",29.2,"",12.1,"",45,"",72,"",23,"",8,"",13.7,"",3,"",0,"",28.3,"",48.3,"",166.1,"",1015,"",1.3,"",0.7,"",258,"",54,"",8.4,"",17.2,"",19.1,"",15.4,""
"3024",2009-05-23,143,15.6,"",20,"",12.2,"",55,"",69,"",41,"",6.6,"",9.5,"",4.2,"",0,"",20.6,"",37,"",120.1,"",1018,"",1.7,"",1.1,"",132,"",47,"",7.3,"",17.3,"",18.2,"",16.5,""
"3025",2009-05-24,144,17,"",24.9,"",10.1,"",77,"",98,"",47,"",12.7,"",17.2,"",6.1,"",3.3,"",19.8,"",36,"",109,"",1011,"",1,"",0.5,"",250,"",52,"",7.6,"",17.3,"",18.7,"",15.9,""
"3026",2009-05-25,145,16.8,"",23.3,"",7.8,"",42,"",84,"",20,"",2.9,"",12.5,"",-5.4,"",0,"",29.7,"",52.4,"",162.3,"",1013,"",1.3,"",0.8,"",327,"",50,"",9.8,"",17.7,"",19.3,"",16.1,""
"3027",2009-05-26,146,10.6,"",16,"",3.6,"",51,"",78,"",31,"",0.4,"",5.6,"",-5.4,"",0,"",22.9,"",39.7,"",117.4,"",1019,"",1.3,"",0.7,"",148,"",53,"",6.6,"",16.6,"",17.6,"",15.3,""
"3028",2009-05-27,147,8,"",9.9,"",5.3,"",96,"",98,"",78,"",7.4,"",9.4,"",4.7,"",13.2,"",4.3,"",8.2,"",11.9,"",1012,"",1.4,"",1.1,"",122,"",38,"",5.1,"",15.2,"",16.5,"",14.6,""
"3029",2009-05-28,148,7.5,"",8.8,"",6.5,"",97,"",99,"",94,"",7.1,"",8.1,"",6.4,"",1.8,"",5.5,"",10,"",21.4,"",1009,"",1.7,"",1.5,"",85,"",31,"",7.6,"",14.2,"",14.7,"",13.8,""
"3030",2009-05-29,149,12.7,"",20.3,"",7,"",93,"",98,"",73,"",11.5,"",16.3,"",6.5,"",11.7,"",12.3,"",21.5,"",72.5,"",1003,"",0.9,"",0.4,"",185,"",58,"",5.3,"",14.2,"",15.6,"",13.3,""
"3031",2009-05-30,150,16.1,"",22.1,"",9,"",69,"",98,"",31,"",9.5,"",15.1,"",2.7,"",0,"",26.4,"",45.2,"",152.3,"",1000,"",1.1,"",0.7,"",282,"",49,"",10,"",16.4,"",18.1,"",14.9,""
"3032",2009-05-31,151,12.9,"",21.7,"",3.2,"",61,"",92,"",34,"",4.9,"",15,"",-5.3,"",2.3,"",18.8,"",31.1,"",77.3,"",1004,"",1.5,"",0.7,"",251,"",59,"",11.4,"",16.2,"",17.2,"",15.1,""
"3033",2009-06-01,152,10.9,"",18.4,"",1.4,"",57,"",84,"",29,"",2.1,"",7.3,"",-2.5,"",0,"",25.9,"",43.8,"",150.1,"",1011,"",1.4,"",0.9,"",222,"",46,"",8.7,"",15.6,"",17.3,"",13.8,""
"3034",2009-06-02,153,16.7,"",24.2,"",9.9,"",64,"",93,"",32,"",9.1,"",13.8,"",5.9,"",0,"",25.7,"",42.5,"",144.9,"",1009,"",1.2,"",0.5,"",254,"",60,"",6.5,"",16.7,"",18.5,"",15.1,""
"3035",2009-06-03,154,13.9,"",18.6,"",9.8,"",66,"",86,"",39,"",7.2,"",10.3,"",2.9,"",0,"",19.2,"",31.2,"",105.7,"",1011,"",0.9,"",0.3,"",256,"",62,"",6.4,"",17,"",18,"",15.9,""
"3036",2009-06-04,155,15.7,"",21.7,"",10,"",62,"",94,"",23,"",7.4,"",11.6,"",-0.9,"",0,"",26.5,"",43.9,"",151.9,"",1010,"",0.7,"",0.3,"",280,"",54,"",5.4,"",17.5,"",19.2,"",15.9,""
"3037",2009-06-05,156,14.4,"",19.9,"",10.4,"",76,"",96,"",48,"",9.9,"",12,"",7.8,"",0,"",13.5,"",22,"",69.9,"",1010,"",1.1,"",0.7,"",108,"",45,"",6.6,"",17.3,"",18,"",16.5,""
"3038",2009-06-06,157,16.7,"",24.9,"",9.6,"",68,"",96,"",31,"",10,"",15.1,"",5.2,"",0,"",25.4,"",44.4,"",154.4,"",1008,"",1,"",0.3,"",260,"",66,"",6.8,"",17.7,"",19.6,"",16,""
"3039",2009-06-07,158,17.9,"",24.2,"",13,"",51,"",94,"",26,"",6.9,"",12.8,"",0.1,"",0,"",23.7,"",42.8,"",147.4,"",1011,"",0.9,"",0.5,"",293,"",53,"",7.8,"",18.3,"",19.7,"",16.9,""
"3040",2009-06-08,159,17.3,"",23.7,"",12.4,"",59,"",81,"",34,"",8.8,"",13,"",5.8,"",0,"",26.1,"",50.7,"",165.4,"",1011,"",1.1,"",0.4,"",26,"",64,"",5.1,"",18.8,"",20.3,"",17.4,""
"3041",2009-06-09,160,11.5,"",15.1,"",9.4,"",88,"",97,"",64,"",9.5,"",11.4,"",7.2,"",10.2,"",3.4,"",7,"",-2,"",1011,"",1.5,"",1.1,"",109,"",38,"",7.2,"",17.5,"",19,"",16.5,""
"3042",2009-06-10,161,13.5,"",18.2,"",9.4,"",91,"",98,"",72,"",12.1,"",14.8,"",9,"",0,"",11.1,"",19.3,"",57,"",1011,"",1.2,"",0.7,"",101,"",48,"",4.7,"",16.9,"",17.8,"",15.9,""
"3043",2009-06-11,162,13.1,"",15.4,"",11,"",95,"",98,"",89,"",12.4,"",14.1,"",10.6,"",17.8,"",6.3,"",11.2,"",31.3,"",1010,"",1.5,"",1.2,"",105,"",35,"",7,"",16.8,"",17.2,"",16.5,""
"3044",2009-06-12,163,17.6,"",25.3,"",12.3,"",88,"",98,"",54,"",15.3,"",18.7,"",11.9,"",24.6,"",14.5,"",25.2,"",77.6,"",1005,"",1.2,"",0.1,"",177,"",76,"",7.3,"",16.9,"",18.4,"",15.7,""
"3045",2009-06-13,164,18.8,"",25.9,"",12.3,"",72,"",97,"",33,"",13,"",16.7,"",7.8,"",26.7,"",27.5,"",46.7,"",176.5,"",1009,"",1.1,"",0.2,"",142,"",71,"",6.5,"",18.3,"",20.3,"",16.6,""
"3046",2009-06-14,165,14.4,"",19.8,"",11.8,"",90,"",98,"",63,"",12.7,"",15.1,"",11.3,"",12.4,"",13.5,"",22.5,"",62.9,"",1012,"",1.1,"",0.5,"",130,"",59,"",6.5,"",18.4,"",19.2,"",17.6,""
"3047",2009-06-15,166,13.1,"",18.2,"",10.4,"",91,"",97,"",67,"",11.6,"",14.1,"",9.8,"",12.2,"",9.5,"",15.1,"",48.2,"",1015,"",1.5,"",1.2,"",103,"",34,"",5.8,"",17.8,"",18.5,"",17.4,""
"3048",2009-06-16,167,13.4,"",19.9,"",9,"",78,"",97,"",43,"",9.3,"",12.5,"",5.1,"",0,"",20.4,"",33.8,"",121.5,"",1020,"",1.4,"",1.1,"",86,"",36,"",6.5,"",17.7,"",19.2,"",16.7,""
"3049",2009-06-17,168,14.5,"",21.8,"",7.4,"",68,"",98,"",32,"",7.9,"",12.6,"",2.9,"",0.3,"",27.6,"",44.7,"",160.2,"",1019,"",1.3,"",0.9,"",197,"",45,"",6.6,"",18.2,"",20,"",16.7,""
"3050",2009-06-18,169,14,"",15.8,"",10.7,"",94,"",97,"",83,"",13,"",15.2,"",8.9,"",29,"",4.6,"",7.7,"",6,"",1012,"",2,"",1.8,"",144,"",28,"",8.7,"",17.5,"",18.5,"",17.2,""
"3051",2009-06-19,170,17.8,"",23,"",15.1,"",92,"",99,"",70,"",16.5,"",19.8,"",14.8,"",12.4,"",12.4,"",19.6,"",53.1,"",1006,"",0.8,"",0.3,"",52,"",64,"",4.9,"",17.9,"",19.2,"",16.9,""
"3052",2009-06-20,171,18.3,"",23.4,"",13.8,"",88,"",100,"",58,"",16,"",18.3,"",13.7,"",2,"",16.6,"",26.2,"",95.2,"",1002,"",0.9,"",0.1,"",140,"",69,"",5.9,"",18.8,"",20.1,"",17.5,""
"3053",2009-06-21,172,17.1,"",20.3,"",15.3,"",93,"",97,"",81,"",15.9,"",17.7,"",14.7,"",2.8,"",11.1,"",17.7,"",34.9,"",999,"",1.5,"",1.2,"",48,"",39,"",10.8,"",19.3,"",20,"",18.6,""
"3054",2009-06-22,173,15.8,"",19.7,"",14.7,"",93,"",96,"",72,"",14.6,"",15.8,"",13.7,"",8.4,"",7.2,"",11.6,"",18.3,"",1000,"",1.4,"",1,"",31,"",44,"",8.3,"",18.9,"",19.3,"",18.5,""
"3055",2009-06-23,174,17,"",20.6,"",14.6,"",88,"",96,"",72,"",14.9,"",16.6,"",13.5,"",0,"",10.5,"",17.2,"",59.8,"",1004,"",1.2,"",0.8,"",31,"",46,"",6.9,"",18.8,"",19.5,"",18.1,""
"3056",2009-06-24,175,17.3,"",19.4,"",16,"",94,"",97,"",83,"",16.3,"",17.9,"",15.3,"",3,"",9.9,"",15.7,"",35,"",1006,"",1.3,"",1,"",53,"",40,"",7.6,"",19,"",19.7,"",18.4,""
"3057",2009-06-25,176,20.3,"",26.7,"",15.6,"",82,"",97,"",54,"",16.9,"",19.7,"",15.1,"",0,"",19.9,"",33.8,"",131.5,"",1005,"",0.9,"",0.3,"",212,"",63,"",5.8,"",20,"",21.4,"",18.8,""
"3058",2009-06-26,177,18.9,"",24.7,"",15.4,"",91,"",98,"",61,"",17.3,"",20,"",15,"",3.6,"",11.4,"",18.8,"",50.2,"",1002,"",0.9,"",0.5,"",243,"",47,"",5,"",20.4,"",21,"",19.7,""
"3059",2009-06-27,178,19.1,"",26.1,"",15.1,"",82,"",98,"",44,"",15.6,"",18.6,"",11.8,"",3.6,"",23.4,"",38.8,"",154.4,"",1003,"",1,"",0.3,"",293,"",65,"",4.9,"",20.8,"",22.1,"",19.5,""
"3060",2009-06-28,179,17.9,"",23.6,"",15.2,"",89,"",97,"",61,"",15.9,"",18,"",14.6,"",0,"",10.9,"",17.2,"",59.6,"",1002,"",1,"",0.8,"",60,"",40,"",5.9,"",20.5,"",21.2,"",20,""
"3061",2009-06-29,180,19,"",25.2,"",15.8,"",87,"",98,"",57,"",16.6,"",19,"",15.1,"",4.6,"",14.2,"",23,"",80.8,"",996,"",0.9,"",0.1,"",261,"",71,"",4.7,"",20.6,"",21.5,"",19.8,""
"3062",2009-06-30,181,18.1,"",23.1,"",14.4,"",89,"",98,"",68,"",16.1,"",18.5,"",13.4,"",8.4,"",22.8,"",38.5,"",159.6,"",1000,"",2.3,"",1.9,"",95,"",33,"",12.4,"",20.9,"",22.3,"",19.8,""
"3063",2009-07-01,182,16.3,"",20.1,"",14.8,"",94,"",98,"",77,"",15.3,"",18,"",14.4,"",13.2,"",10,"",16.4,"",48.6,"",1006,"",1.8,"",1.5,"",95,"",34,"",8.2,"",20.2,"",20.9,"",19.7,""
"3064",2009-07-02,183,15.1,"",18.8,"",13.2,"",96,"",98,"",86,"",14.5,"",16.8,"",12.9,"",26.7,"",10.8,"",17.5,"",68.3,"",1006,"",2.1,"",1.8,"",79,"",29,"",8.3,"",19.4,"",20,"",18.5,""
"3065",2009-07-03,184,18.4,"",24.8,"",14.1,"",84,"",98,"",55,"",15.3,"",18.6,"",13.7,"",0.3,"",22.2,"",35.7,"",132.9,"",1006,"",0.8,"",0.5,"",252,"",49,"",6.1,"",20.2,"",21.7,"",18.9,""
"3066",2009-07-04,185,17.5,"",22.5,"",13.2,"",73,"",97,"",44,"",12.1,"",15.7,"",7.6,"",0,"",21.6,"",35.2,"",132.5,"",1005,"",1.6,"",1.3,"",267,"",37,"",10.9,"",20.6,"",21.9,"",19.6,""
"3067",2009-07-05,186,16.8,"",24,"",8.9,"",69,"",96,"",37,"",10.5,"",14.6,"",7.5,"",0,"",27.6,"",45.8,"",164.5,"",1006,"",1.3,"",0.7,"",285,"",52,"",8.5,"",20.4,"",21.9,"",18.8,""
"3068",2009-07-06,187,18.4,"",26.1,"",11.2,"",65,"",96,"",30,"",10.9,"",14.5,"",6.1,"",0,"",27.8,"",45.9,"",168.5,"",1006,"",0.9,"",0.2,"",342,"",70,"",6,"",20.7,"",22.4,"",19.1,""
"3069",2009-07-07,188,16.1,"",20.5,"",13.3,"",87,"",98,"",68,"",13.8,"",16.8,"",11.7,"",9.6,"",16.1,"",26.1,"",88.8,"",1005,"",1.4,"",1,"",94,"",44,"",10.9,"",20.5,"",21.1,"",19.8,""
"3070",2009-07-08,189,15.1,"",21.3,"",12.1,"E",88,"",98,"",60,"E",13.1,"E",14.7,"E",11.1,"E",16.8,"",15.7,"",25.1,"",84.6,"",1011,"E",1.2,"",0.7,"",68,"",49,"",7.4,"",20,"",21.1,"",19.3,""
"3071",2009-07-09,190,14,"",19.2,"",10.3,"",80,"",95,"",56,"",10.4,"",12.6,"",8.6,"",0,"",17.4,"",28.1,"",100.2,"",1023,"",1.2,"",0.9,"",70,"",37,"",5.1,"",19.8,"",20.7,"",18.9,""
"3072",2009-07-10,191,17.9,"",24.4,"",10.8,"",65,"",96,"",30,"",10.2,"",14.4,"",4.6,"",0.3,"",29,"",48.7,"",172.4,"",1025,"",1,"",0.4,"",156,"",62,"",5.8,"",20,"",21.8,"",18.4,""
"3073",2009-07-11,192,18.1,"",24.3,"",12.7,"",73,"",95,"",50,"",13,"",17.5,"",10.5,"",5.8,"",24.5,"",40.9,"",150.4,"",1020,"",1.9,"",1.6,"",194,"",33,"",10.4,"",20.6,"",22.1,"",19.2,""
"3074",2009-07-12,193,18.2,"",23.5,"",11.9,"",67,"",96,"",29,"",11,"",17.1,"",2.7,"",2.3,"",27.1,"",45.3,"",168.6,"",1013,"",1.4,"",0.8,"",259,"",50,"",9.3,"",21.3,"",22.9,"",20.1,""
"3075",2009-07-13,194,16.5,"",22.2,"",9.2,"",57,"",89,"",29,"",7.4,"",12.4,"",2.8,"",0,"",24.4,"",41.2,"",142.2,"",1013,"",1.1,"",0.8,"",268,"",45,"",9.1,"",20.6,"",21.7,"",19.4,""
"3076",2009-07-14,195,15.7,"",21.7,"",9.8,"",64,"",87,"",35,"",8.5,"",12.1,"",5,"",0,"",19.6,"",32.5,"",111.4,"",1016,"",0.9,"",0.5,"",276,"",54,"",6.9,"",20.2,"",21.2,"",19.1,""
"3077",2009-07-15,196,17.7,"",25.1,"",9.8,"",64,"",93,"",31,"",10,"",13.4,"",6.1,"",0,"",28.9,"",48.5,"",175.7,"",1018,"",1.1,"",0.5,"",274,"",59,"",7.6,"",20.2,"",21.9,"",18.6,""
"3078",2009-07-16,197,20.3,"",25.1,"",15.8,"",79,"",94,"",60,"",16.5,"",19.4,"",12.2,"",0,"",19.2,"",31.9,"",115.3,"",1011,"",1.5,"",1.2,"",196,"",35,"",8,"",21,"",22.2,"",19.9,""
"3079",2009-07-17,198,20.9,"",27.4,"",15.3,"",76,"",96,"",38,"",16,"",19.4,"",11.2,"",7.4,"",21.3,"",35.4,"",122.4,"",1010,"",1,"",0.2,"",162,"",69,"",6.9,"",21.5,"",22.9,"",20,""
"3080",2009-07-18,199,20.6,"",26.8,"",15.4,"",78,"",96,"",42,"",16.2,"",19.5,"",12.2,"",14.5,"",19.7,"",33,"",122.7,"",1009,"",1.2,"",0,"",270,"",77,"",7.3,"",21.8,"",23.2,"",20.6,""
"3081",2009-07-19,200,18.5,"",24.6,"",13.5,"",70,"",90,"",43,"",12.6,"",15.6,"",10.2,"",0,"",21.6,"",35.8,"",121,"",1018,"",0.9,"",0.4,"",293,"",57,"",6.9,"",21.6,"",22.5,"",20.5,""
"3082",2009-07-20,201,19.9,"",26.9,"",12.7,"",71,"",94,"",41,"",13.9,"",17.8,"",11.1,"",0,"",23.1,"",38,"",139,"",1023,"",0.9,"",0.4,"",93,"",59,"",4.8,"",21.6,"",23.1,"",20.1,""
"3083",2009-07-21,202,16.1,"",17.9,"",14.8,"",92,"",96,"",84,"",14.9,"",16.2,"",14.1,"",24.1,"",7.8,"",12.5,"",21.7,"",1023,"",2.1,"",1.9,"",77,"",28,"",11.6,"",21,"",21.9,"",20.2,""
"3084",2009-07-22,203,18.4,"",24.5,"",14.7,"",87,"",96,"",60,"",16,"",19.5,"",13.9,"",1.3,"",16,"",26.3,"",81.2,"",1021,"",0.8,"",0.2,"",289,"",65,"",5.2,"",20.7,"",22,"",19.7,""
"3085",2009-07-23,204,18.3,"",23.4,"",14.4,"",90,"",96,"",67,"",16.5,"",18.9,"",13.6,"",10.2,"",13.3,"",21.4,"",83.6,"",1019,"",1.9,"",1.6,"",83,"",32,"",10.4,"",21.2,"",22,"",20.5,""
"3086",2009-07-24,205,17.2,"",22.6,"",13.5,"",88,"",96,"",61,"",15.1,"",17.7,"",12.8,"",62.2,"",12.4,"",20.4,"",73.6,"",1012,"",1.5,"",0.7,"",45,"",57,"",9,"",19.8,"",20.9,"",18.5,""
